@relation localsubcellular
@attribute A numeric
@attribute R numeric
@attribute N numeric
@attribute D numeric
@attribute C numeric
@attribute Q numeric
@attribute E numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute L numeric
@attribute K numeric
@attribute M numeric
@attribute F numeric
@attribute P numeric
@attribute S numeric
@attribute T numeric
@attribute W numeric
@attribute Y numeric
@attribute V numeric
@attribute BASIC numeric
@attribute ACID numeric
@attribute POLAR numeric
@attribute NONPOLAR numeric
@attribute CHAM830103 numeric
@attribute CHAM830104 numeric
@attribute CHAM830105 numeric
@attribute FAUJ880111 numeric
@attribute MONM990201 numeric
@attribute MONM990101 numeric
@attribute BEGF750101 numeric
@attribute BROC820102 numeric
@attribute FAUJ880112 numeric
@attribute GEIM800103 numeric
@attribute GEIM800105 numeric
@attribute LEWP710101 numeric
@attribute NAKH900102 numeric
@attribute NAKH900108 numeric
@attribute OOBM850104 numeric
@attribute PALJ810115 numeric
@attribute PONP800106 numeric
@attribute QIAN880116 numeric
@attribute RICJ880107 numeric
@attribute ROBB760111 numeric
@attribute ROSM880103 numeric
@attribute VENT840101 numeric
@attribute AURR980101 numeric
@attribute AURR980105 numeric
@attribute AURR980118 numeric
@attribute ZHOH040103 numeric
@attribute INIBASIC numeric
@attribute INIACID numeric
@attribute INIPOLAR numeric
@attribute ININONPOLAR numeric
@attribute INICHAM830103 numeric
@attribute INICHAM830104 numeric
@attribute INICHAM830105 numeric
@attribute INIFAUJ880111 numeric
@attribute INIMONM990201 numeric
@attribute INIMONM990101 numeric
@attribute INIBEGF750101 numeric
@attribute INIBROC820102 numeric
@attribute INIFAUJ880112 numeric
@attribute INIGEIM800103 numeric
@attribute INIGEIM800105 numeric
@attribute INILEWP710101 numeric
@attribute ININAKH900102 numeric
@attribute ININAKH900108 numeric
@attribute INIOOBM850104 numeric
@attribute INIPALJ810115 numeric
@attribute INIPONP800106 numeric
@attribute INIQIAN880116 numeric
@attribute INIRICJ880107 numeric
@attribute INIROBB760111 numeric
@attribute INIROSM880103 numeric
@attribute INIVENT840101 numeric
@attribute INIAURR980101 numeric
@attribute INIAURR980105 numeric
@attribute INIAURR980118 numeric
@attribute INIZHOH040103 numeric
@attribute ENDBASIC numeric
@attribute ENDACID numeric
@attribute ENDPOLAR numeric
@attribute ENDNONPOLAR numeric
@attribute ENDCHAM830103 numeric
@attribute ENDCHAM830104 numeric
@attribute ENDCHAM830105 numeric
@attribute ENDFAUJ880111 numeric
@attribute ENDMONM990201 numeric
@attribute ENDMONM990101 numeric
@attribute ENDBEGF750101 numeric
@attribute ENDBROC820102 numeric
@attribute ENDFAUJ880112 numeric
@attribute ENDGEIM800103 numeric
@attribute ENDGEIM800105 numeric
@attribute ENDLEWP710101 numeric
@attribute ENDNAKH900102 numeric
@attribute ENDNAKH900108 numeric
@attribute ENDOOBM850104 numeric
@attribute ENDPALJ810115 numeric
@attribute ENDPONP800106 numeric
@attribute ENDQIAN880116 numeric
@attribute ENDRICJ880107 numeric
@attribute ENDROBB760111 numeric
@attribute ENDROSM880103 numeric
@attribute ENDVENT840101 numeric
@attribute ENDAURR980101 numeric
@attribute ENDAURR980105 numeric
@attribute ENDAURR980118 numeric
@attribute ENDZHOH040103 numeric
@attribute MIDBASIC numeric
@attribute MIDACID numeric
@attribute MIDPOLAR numeric
@attribute MIDNONPOLAR numeric
@attribute MIDCHAM830103 numeric
@attribute MIDCHAM830104 numeric
@attribute MIDCHAM830105 numeric
@attribute MIDFAUJ880111 numeric
@attribute MIDMONM990201 numeric
@attribute MIDMONM990101 numeric
@attribute MIDBEGF750101 numeric
@attribute MIDBROC820102 numeric
@attribute MIDFAUJ880112 numeric
@attribute MIDGEIM800103 numeric
@attribute MIDGEIM800105 numeric
@attribute MIDLEWP710101 numeric
@attribute MIDNAKH900102 numeric
@attribute MIDNAKH900108 numeric
@attribute MIDOOBM850104 numeric
@attribute MIDPALJ810115 numeric
@attribute MIDPONP800106 numeric
@attribute MIDQIAN880116 numeric
@attribute MIDRICJ880107 numeric
@attribute MIDROBB760111 numeric
@attribute MIDROSM880103 numeric
@attribute MIDVENT840101 numeric
@attribute MIDAURR980101 numeric
@attribute MIDAURR980105 numeric
@attribute MIDAURR980118 numeric
@attribute MIDZHOH040103 numeric

@attribute class {SECRETED,NON-SECRETED}
@data
26,10,11,13,3,19,11,13,3,9,24,16,10,13,15,15,8,3,14,14,29.0,24.0,83.0,114.0,227.0,180.0,100.5,29.0,231.0,248.5,151.16,778.50006,24.0,262.99997,248.9,80.630005,689.73004,16.42,-353.51,242.97003,2924.7202,-20.709997,267.7,-127.70001,149.20001,77.0,250.45001,238.48,254.48,3278.6997,6.0,5.0,9.0,20.0,31.0,29.0,17.0,6.0,35.9,38.90001,25.680002,106.0,5.0,48.43,37.599995,12.7699995,110.64001,-3.270001,-91.63999,37.300003,469.22,-5.76,47.9,-16.000002,22.7,9.0,40.06,35.77,41.53,550.6,6.0,6.0,21.0,27.0,54.0,43.0,23.0,6.0,57.09999,61.700005,33.519997,198.4,6.0,58.100006,59.649994,20.670002,164.19,4.8099995,-82.76001,60.61,701.41003,-4.28,62.300007,-14.599996,34.899998,19.0,59.899986,60.659996,61.02999,767.6,9.0,7.0,35.0,33.0,79.0,66.0,39.5,9.0,77.399994,82.799995,52.120003,274.1,7.0,90.83,85.189995,26.499996,225.21997,11.109998,-70.99999,80.99999,985.16,-6.2099996,93.1,-5.699999,52.300003,28.0,83.979996,79.520004,86.069984,1109.4,NON-SECRETED
49,23,28,41,27,36,39,53,6,25,38,48,8,29,18,67,54,8,14,40,77.0,80.0,279.0,215.0,650.0,381.0,215.0,77.0,613.5999,647.19995,360.42,737.2,80.0,677.08,652.00006,224.08002,1812.3099,-28.900002,-1200.3401,629.20996,7530.14,-24.309994,609.10004,91.5,356.79996,154.0,640.25,643.67,638.09985,7983.0005,3.0,3.0,12.0,22.0,37.0,21.0,10.5,3.0,29.4,30.300001,25.41,141.6,3.0,43.219997,41.41,13.350001,110.38002,4.6599994,-119.97,36.980003,469.75998,-3.44,44.6,-15.299998,20.300001,14.0,38.14,38.23,39.180004,575.0,8.0,10.0,21.0,21.0,65.0,47.0,23.0,8.0,60.9,65.9,34.199997,111.4,10.0,64.55,57.129997,20.57,161.52,4.169999,-102.56002,55.01,698.73,-3.7099998,56.4,-13.0,35.399998,14.0,60.239994,62.140003,60.820004,714.6,24.0,31.0,95.0,67.0,228.0,114.0,76.5,24.0,204.4,211.1,115.93,107.40003,31.0,224.01003,221.38,74.11,594.75995,-19.189999,-387.16,207.18002,2525.3298,-5.1099997,196.4,11.400002,124.40001,52.0,214.43999,213.42,209.87999,2693.3,NON-SECRETED
17,12,10,12,2,22,12,11,3,8,24,11,6,4,10,12,12,1,5,18,26.0,24.0,74.0,88.0,212.0,154.0,76.5,26.0,201.49997,219.30002,128.84,550.5,24.0,220.03,212.26999,67.08,595.19,-8.610002,-286.75,201.09,2482.91,-14.890001,228.70001,-127.89999,123.00001,60.0,212.23,205.04,212.65,2647.4,4.0,5.0,12.0,19.0,43.0,36.0,17.5,4.0,33.399998,36.2,28.130001,141.90001,5.0,44.850002,39.72,11.7,109.93001,3.4500005,-118.01001,35.21,484.08,-5.1,53.199997,-32.1,23.000002,13.0,39.120003,38.699997,40.230007,532.69995,7.0,4.0,24.0,25.0,58.0,31.0,17.0,7.0,56.100002,60.6,34.67,98.2,4.0,60.3,62.989998,19.109999,170.85,-9.019999,-55.530006,58.04001,700.39996,-2.42,59.8,-27.899998,31.699999,16.0,58.460003,55.3,57.559998,754.1,9.0,8.0,24.0,29.0,69.0,50.0,25.0,9.0,65.4,71.399994,43.370003,174.50002,8.0,72.0,69.46,21.88,199.1,-0.40999985,-111.43001,67.15001,816.01996,-4.93,72.9,-48.6,40.600002,20.0,70.83,67.619995,70.77,864.69995,NON-SECRETED
25,15,14,15,12,10,11,28,5,20,24,13,15,14,27,28,12,10,14,17,33.0,26.0,118.0,152.0,298.0,204.0,112.0,33.0,304.19998,320.7,184.15001,921.9,26.0,333.62003,332.33,114.44001,894.6499,39.300007,-593.3899,326.86002,3869.9004,-20.57,336.59998,-61.5,183.2,99.0,326.77,314.69003,328.63998,4405.5005,4.0,3.0,12.0,21.0,39.0,21.0,12.5,4.0,32.1,34.0,22.399998,110.399994,3.0,39.85,41.86,12.120001,108.61001,4.3900003,-122.880005,32.960003,479.1,-3.8499997,43.8,1.2999983,20.3,13.0,38.81,36.07,38.280003,599.99994,12.0,3.0,21.0,24.0,55.0,40.0,29.5,12.0,65.0,68.600006,30.890001,142.19998,3.0,55.780003,60.390007,20.86,157.99,4.7,-65.08999,62.819992,702.68,-2.9299998,60.200005,-7.5,35.399998,16.0,60.329994,56.6,60.089996,762.19995,8.0,11.0,38.0,52.0,98.0,71.0,33.0,8.0,94.299995,99.1,66.130005,361.59998,11.0,121.61,108.38,38.59,297.06998,15.250002,-235.95001,106.170006,1269.74,-8.39,115.200005,-12.799999,60.5,34.0,108.7,105.37,111.58,1489.2,NON-SECRETED
15,16,6,14,2,15,11,12,1,12,23,10,5,8,16,12,12,5,3,13,27.0,25.0,62.0,97.0,205.0,152.0,76.5,27.0,200.9,217.59999,124.759995,722.6,25.0,210.82,210.63998,69.46,594.19006,-4.2800007,-375.32,199.53,2459.82,-14.639999,232.10002,-109.399994,119.700005,64.0,214.86002,205.65,213.24,2713.2998,3.0,5.0,10.0,22.0,36.0,36.0,12.0,3.0,33.300003,36.000004,26.630001,189.79999,5.0,46.52,39.670002,13.320001,113.82001,4.7683716e-7,-110.12,36.600002,476.39996,-6.0500007,56.600002,-19.600002,21.8,14.0,39.480003,37.649998,41.37,578.30005,7.0,5.0,17.0,31.0,57.0,35.0,14.0,7.0,56.4,60.5,33.01,227.6,5.0,52.680004,60.85,20.359997,173.34,4.8499994,-79.74999,58.230003,694.66003,-2.1699996,56.8,-62.6,33.5,19.0,61.62,58.83,59.579998,774.2,12.0,12.0,16.0,31.0,69.0,52.0,31.0,12.0,71.30001,78.49999,42.329994,204.20001,12.0,71.28,69.299995,22.509996,199.04999,-6.45,-100.46,65.96999,819.4,-5.410001,74.0,-49.700005,43.000004,22.0,74.87,68.71,72.86,893.7,NON-SECRETED
47,14,23,21,2,31,30,57,5,20,28,28,15,13,37,34,24,4,11,30,47.0,51.0,182.0,194.0,407.0,271.0,153.0,47.0,462.7,502.30002,269.41998,899.2,51.0,477.07,460.12006,164.54997,1351.8301,-21.040007,-606.2899,490.29,5461.7104,-17.06,427.50003,-164.7,260.90002,106.0,482.99002,465.33002,475.68,5574.1997,3.0,1.0,16.0,20.0,34.0,31.0,10.5,3.0,31.999996,34.4,26.46,173.50002,1.0,44.11,40.510002,14.049999,114.81,14.67,-127.89,40.789997,470.42,-3.47,46.9,9.0,18.999998,15.0,39.0,37.339996,41.140007,548.9,7.0,8.0,27.0,18.0,41.0,40.0,25.0,7.0,67.2,75.500015,32.879997,56.4,8.0,64.65,52.059994,20.77,170.97002,-9.7300005,-6.720002,66.28,678.93994,-2.3899999,50.800003,7.300002,35.899998,5.0,62.289993,60.499996,62.069996,603.39996,19.0,12.0,64.0,63.0,152.0,82.0,48.5,19.0,154.8,164.09999,84.28,267.90002,12.0,146.82,159.82999,56.499996,439.72998,6.3500004,-242.96999,162.90999,1830.89,-2.7800004,134.5,-40.2,83.7,39.0,158.02,156.52,155.44002,1897.2001,NON-SECRETED
23,15,11,9,1,9,11,22,2,10,24,7,5,7,16,22,21,4,3,24,24.0,20.0,89.0,113.0,240.0,141.0,65.0,24.0,220.00003,234.19998,146.07999,699.10004,20.0,235.1,251.59,82.79,704.87,0.86000204,-473.17996,240.18,2866.2197,-10.530001,252.50002,-144.79999,128.70001,72.0,244.32,240.08,239.24,3119.3997,2.0,0.0,15.0,23.0,35.0,24.0,6.0,2.0,31.599998,33.4,24.55,157.59998,0.0,39.259995,40.75,13.4800005,118.44,8.19,-130.83,40.750004,471.09003,-3.2500002,43.4,-32.200005,19.300001,12.0,38.28,38.149998,39.52,539.4,9.0,5.0,20.0,26.0,62.0,36.0,22.0,9.0,53.5,56.4,36.670006,175.20001,5.0,56.350002,62.679993,20.45,165.53998,-2.9500022,-124.689995,57.070004,706.1501,-2.9300003,68.399994,-12.700001,29.6,18.0,59.419994,58.42,58.569992,771.6,9.0,8.0,28.0,37.0,79.0,46.0,25.5,9.0,75.8,81.399994,47.690002,206.5,8.0,76.27001,84.0,25.76,239.19,-4.29,-125.619995,79.8,953.29004,-2.8,80.99999,-74.0,46.5,25.0,82.85,78.3,79.09,1024.5,NON-SECRETED
19,8,5,11,2,6,3,13,3,13,11,14,5,6,5,13,5,3,12,4,25.0,14.0,56.0,66.0,146.0,111.0,61.5,25.0,148.30002,156.90002,96.340004,467.80002,14.0,174.41,161.31999,56.850006,446.08005,20.919996,-297.40997,160.15002,1854.6998,-9.409999,162.09999,12.600004,88.00001,49.0,161.53,153.17,166.64,2086.9,4.0,5.0,8.0,23.0,36.0,30.0,10.0,4.0,32.600002,35.499996,25.830002,164.0,5.0,44.19,39.63,14.250001,112.31,8.250001,-95.25,36.15,475.16,-4.62,44.8,-24.1,19.800001,14.0,40.38,37.95,41.74,564.6,15.0,3.0,21.0,21.0,54.0,37.0,31.0,15.0,58.29999,61.100002,36.269997,132.59999,3.0,65.200005,60.329998,20.17,168.20999,-1.1400002,-134.62,61.79,671.06,-2.3200002,57.499996,15.700002,32.8,15.0,59.8,55.449993,62.04999,728.69995,6.0,4.0,23.0,20.0,48.0,40.0,19.5,6.0,49.5,51.800003,30.289999,165.40001,4.0,57.059994,53.460007,18.91,142.93,12.8,-66.90001,54.660004,615.27997,-3.15,54.499996,12.4,31.8,18.0,52.750004,51.309994,55.08,704.69995,NON-SECRETED
7,11,4,8,2,9,7,9,5,13,13,14,4,4,7,12,10,6,9,19,30.0,15.0,55.0,73.0,192.0,120.0,72.0,30.0,161.0,170.69998,103.21,520.6,15.0,175.12001,183.37997,55.270008,465.41,13.040002,-405.19,162.21002,2035.5199,-10.14,191.79999,-37.899998,97.200005,64.0,173.41,163.17,175.36,2317.4001,6.0,3.0,6.0,25.0,43.0,29.0,19.5,6.0,34.9,37.6,26.230003,218.19998,3.0,44.36,41.9,12.51,103.89,6.7199993,-210.47,35.910004,473.28998,-4.29,53.2,1.8999996,20.300001,18.0,40.32,36.920002,41.329998,596.5,13.0,5.0,23.0,19.0,66.0,36.0,25.5,13.0,56.999996,60.100006,34.25,73.5,5.0,57.94,64.44,19.23,164.16,-2.6700006,-106.21,57.50999,703.56995,-2.21,61.600002,5.200001,32.2,19.0,59.800003,55.299995,59.609993,764.80005,10.0,4.0,19.0,24.0,66.0,41.0,21.0,10.0,55.399998,59.2,32.989998,173.7,4.0,55.059998,61.29,18.0,152.06001,6.7400002,-67.23,54.569996,673.9101,-2.9699998,59.700005,-42.0,34.2,22.0,57.320004,54.18,58.33,751.10004,NON-SECRETED
22,4,4,8,0,8,5,9,3,2,17,13,8,10,4,7,11,4,1,17,20.0,13.0,40.0,84.0,152.0,104.0,58.0,20.0,128.0,139.50002,106.21001,572.2,13.0,166.14001,159.16,47.239998,439.06,-1.2199976,-473.91998,144.45,1850.2401,-17.169998,190.2,-107.9,81.90001,51.0,155.02,148.01,158.32,2123.6,3.0,0.0,13.0,24.0,37.0,29.0,11.0,3.0,27.6,30.300001,29.2,185.39998,0.0,41.440002,41.43,11.78,113.68,8.499999,-135.99,37.089996,486.48,-5.4799995,54.299995,-28.9,18.300001,14.0,37.979996,36.600002,39.93,568.7999,7.0,7.0,16.0,30.0,61.0,40.0,22.5,7.0,48.7,53.3,40.4,193.10002,7.0,63.480003,61.739994,17.769999,168.05998,-4.429999,-169.25998,54.479996,706.96,-6.3999987,71.799995,-39.399998,32.399998,21.0,60.09,56.94,61.04,808.80005,8.0,5.0,10.0,30.0,53.0,30.0,18.0,8.0,45.099995,48.90001,35.010002,181.2,5.0,55.58,53.67,15.55,149.83002,-4.3800006,-160.70999,47.99,614.36,-5.05,59.2,-63.499996,28.799997,17.0,52.72,49.649998,52.499996,712.5,NON-SECRETED
16,13,3,10,2,7,12,12,1,4,13,17,4,5,7,10,8,6,6,19,31.0,22.0,48.0,74.0,171.0,114.0,74.0,31.0,164.5,178.2,108.12999,404.9,22.0,180.6,177.37999,55.36,495.09006,-22.7,-362.76,166.26001,2031.45,-12.219999,191.19998,-76.5,96.29999,53.0,178.15001,163.5,176.12999,2223.1,3.0,2.0,11.0,24.0,42.0,19.0,11.5,3.0,29.3,32.000004,27.07,133.09999,2.0,37.45,43.76,11.4800005,111.479996,-0.51000047,-132.26999,35.74,482.27997,-3.77,48.2,-34.5,18.400002,16.0,38.93,36.59,38.049995,570.0,13.0,9.0,12.0,26.0,52.0,41.0,32.5,13.0,60.399998,65.399994,37.73,165.4,9.0,65.10999,57.71,18.5,170.86,-14.450001,-129.71,58.92,683.6,-4.5,68.90001,-35.3,36.3,16.0,62.83,55.3,61.37,744.4,12.0,8.0,17.0,22.0,59.0,45.0,25.0,12.0,58.4,63.90001,35.690002,138.09999,8.0,61.06,59.74,19.43,168.06,-2.2400005,-76.29,56.579998,681.22003,-3.5800004,60.100002,-20.1,33.3,19.0,61.1,55.52,61.399998,726.3,NON-SECRETED
12,8,5,10,2,9,8,23,4,5,15,11,7,6,10,11,9,2,5,15,23.0,18.0,64.0,72.0,161.0,110.0,61.0,23.0,167.3,181.5,102.899994,396.0,18.0,173.69,177.20999,61.039997,496.19,-3.63,-266.77,178.64001,2067.2097,-9.43,179.5,-22.700008,93.3,48.0,180.20001,171.17003,179.54001,2189.9,3.0,1.0,9.0,27.0,38.0,24.0,11.0,3.0,27.899998,30.799997,28.480001,179.89998,1.0,36.559998,43.010002,12.010001,112.81999,2.5000007,-107.53999,35.72,493.86002,-5.21,53.6,-49.5,17.1,15.0,39.0,35.989998,38.93,581.6,6.0,5.0,25.0,24.0,51.0,39.0,19.5,6.0,58.0,63.499996,35.59,143.90001,5.0,63.440002,58.120003,19.92,173.62,-1.81,-108.65001,63.67,690.37994,-2.8200002,60.000004,-13.499998,33.600002,14.0,60.93,58.069996,61.58,704.39996,11.0,7.0,24.0,17.0,51.0,37.0,25.5,11.0,61.899998,66.799995,29.63,83.99999,7.0,53.989998,59.160004,21.759998,159.12,-1.0400016,-19.949997,61.449997,683.2,-1.8699998,55.2,45.600006,32.299995,16.0,61.579998,57.07,60.71,724.2,NON-SECRETED
12,8,4,8,2,6,9,11,4,4,13,9,3,3,3,8,7,2,6,20,21.0,17.0,44.0,60.0,147.0,92.0,51.0,21.0,127.40001,138.3,89.340004,306.0,17.0,146.42,147.46,43.609993,396.06,-7.8100004,-229.11002,131.7,1674.2397,-10.430001,155.5,-87.7,79.2,48.0,143.19998,131.68001,141.85,1857.5999,2.0,4.0,8.0,26.0,40.0,24.0,8.0,2.0,27.5,30.0,29.97,141.50002,4.0,45.3,41.48,11.609999,117.21001,-0.88000035,-114.42,34.31,481.71997,-4.92,49.0,-75.6,19.799997,14.0,38.58,36.230003,38.75,561.1,9.0,8.0,21.0,22.0,64.0,39.0,22.5,9.0,57.4,62.200005,36.25,97.1,8.0,59.059998,63.37,18.79,168.58,-6.1800003,-65.770004,58.66,702.66003,-2.9900002,62.4,-37.199997,35.100002,22.0,61.440002,56.23,59.9,755.0,10.0,3.0,21.0,14.0,50.0,33.0,20.0,10.0,47.999996,51.100006,25.809998,106.899994,3.0,45.83,50.43,16.659998,127.73999,2.4200003,-89.08,47.050003,559.06,-1.9100001,52.9,51.199997,24.500002,15.0,47.72,45.78,48.309994,621.0,NON-SECRETED
29,14,18,12,0,12,19,16,7,16,14,21,7,12,13,16,19,4,11,34,42.0,31.0,92.0,129.0,305.0,181.0,109.0,42.0,272.6,294.10004,179.67,690.9,31.0,298.98,298.65,90.58,811.4801,5.989998,-521.41,275.56,3428.21,-17.219997,291.2,-222.59999,170.3,91.0,296.38,280.49,292.64005,3746.4998,5.0,2.0,12.0,21.0,41.0,26.0,10.0,5.0,31.900002,34.300003,27.009998,115.89999,2.0,40.539997,42.870003,12.389999,115.67,5.1899996,-98.009995,38.36,478.34,-3.56,45.8,-46.2,20.0,16.0,38.59,36.08,39.04,545.6,9.0,8.0,18.0,25.0,62.0,32.0,17.5,9.0,59.000004,65.90001,36.120003,86.100006,8.0,57.64,60.399998,18.43,171.19,-6.070001,-77.380005,55.370003,697.05,-2.25,55.3,-46.2,31.900002,17.0,62.170002,56.350002,58.060005,723.39996,16.0,11.0,34.0,37.0,104.0,68.0,45.5,16.0,93.4,100.399994,59.75,219.7,11.0,103.94,98.82999,29.489998,271.78,-1.3800011,-202.56,91.37999,1131.64,-5.3399997,97.5,-40.0,58.999996,28.0,99.08,93.96,99.64,1208.3,NON-SECRETED
24,10,10,10,0,3,8,8,2,12,10,10,6,7,7,15,11,4,5,15,22.0,18.0,52.0,85.0,176.0,107.0,57.0,22.0,156.40001,166.3,111.149994,505.60004,18.0,186.45999,177.73,58.08,494.21,9.550003,-383.87,165.47998,2055.03,-11.0199995,179.3,-131.6,96.700005,53.0,175.56,170.72,174.72002,2294.8,2.0,2.0,11.0,25.0,33.0,21.0,10.5,2.0,29.900002,31.900002,27.270002,163.3,2.0,41.430004,40.769997,11.7300005,118.880005,-1.4399996,-100.799995,38.15,467.14,-3.85,46.499996,-57.9,21.700003,13.0,39.07,36.43,38.600002,554.60004,9.0,8.0,20.0,23.0,66.0,40.0,25.5,9.0,58.1,61.399998,35.839996,132.2,8.0,63.439995,60.09,19.270002,159.57,4.3499994,-126.810005,55.61999,695.42993,-2.9300005,60.100002,-21.200003,36.300003,19.0,59.780006,59.309998,58.78,764.0,10.0,7.0,15.0,27.0,58.0,36.0,16.0,10.0,55.999996,60.899998,35.92,145.09999,7.0,61.950005,57.78,20.71,167.63998,1.4800003,-108.869995,55.940002,676.32,-3.1000004,53.300003,-40.3,30.100004,15.0,60.07,57.460003,60.16,720.5,NON-SECRETED
29,19,8,16,3,9,20,21,7,17,33,11,10,10,14,16,20,4,4,15,37.0,36.0,81.0,132.0,274.0,201.0,96.0,37.0,256.3,278.4,179.24,900.50006,36.0,297.1,282.19,91.82001,812.5901,3.2700057,-547.13,264.46997,3347.1897,-22.48,313.5,-188.20001,159.3,83.0,292.29004,274.08002,290.71002,3697.4,5.0,4.0,6.0,25.0,37.0,27.0,15.0,5.0,31.900002,36.100002,26.260004,174.40001,4.0,40.71,40.489998,10.059999,111.210014,1.0200002,-93.4,33.58,479.97,-5.79,49.4,-52.800003,23.699999,15.0,40.829994,35.81,40.929996,586.50006,9.0,6.0,20.0,25.0,56.0,35.0,20.0,9.0,56.2,60.9,35.71,166.70001,6.0,62.129997,59.98,21.12,171.84999,1.3600011,-149.42001,58.300007,688.23004,-1.31,58.400005,15.500001,28.700003,16.0,61.960007,57.140003,61.12,735.8,11.0,15.0,30.0,40.0,98.0,68.0,28.5,11.0,88.50001,93.5,59.78,238.0,15.0,102.32001,91.67,32.66,268.28003,-0.69999933,-139.17001,89.229996,1114.23,-7.05,97.6,-98.5,57.2,22.0,96.950005,97.490005,96.64,1186.9,NON-SECRETED
29,19,8,16,3,9,20,21,7,17,33,11,10,10,14,16,20,4,4,15,37.0,36.0,81.0,132.0,274.0,201.0,96.0,37.0,256.3,278.4,179.24,900.50006,36.0,297.1,282.19,91.82001,812.5901,3.2700057,-547.13,264.46997,3347.1897,-22.48,313.5,-188.20001,159.3,83.0,292.29004,274.08002,290.71002,3697.4,5.0,4.0,6.0,25.0,37.0,27.0,15.0,5.0,31.900002,36.100002,26.260004,174.40001,4.0,40.71,40.489998,10.059999,111.210014,1.0200002,-93.4,33.58,479.97,-5.79,49.4,-52.800003,23.699999,15.0,40.829994,35.81,40.929996,586.50006,9.0,6.0,20.0,25.0,56.0,35.0,20.0,9.0,56.2,60.9,35.71,166.70001,6.0,62.129997,59.98,21.12,171.84999,1.3600011,-149.42001,58.300007,688.23004,-1.31,58.400005,15.500001,28.700003,16.0,61.960007,57.140003,61.12,735.8,11.0,15.0,30.0,40.0,98.0,68.0,28.5,11.0,88.50001,93.5,59.78,238.0,15.0,102.32001,91.67,32.66,268.28003,-0.69999933,-139.17001,89.229996,1114.23,-7.05,97.6,-98.5,57.2,22.0,96.950005,97.490005,96.64,1186.9,NON-SECRETED
17,2,8,8,3,8,5,4,3,6,13,13,6,3,4,15,13,1,4,14,18.0,13.0,55.0,64.0,158.0,93.0,45.5,18.0,131.1,137.29999,93.07001,302.5,13.0,163.62,152.42,48.989998,415.44995,5.3600016,-351.64,142.66002,1751.7701,-10.050001,152.5,-97.5,82.7,41.0,143.33,146.20001,147.40001,1914.7999,3.0,2.0,13.0,22.0,41.0,22.0,10.0,3.0,29.5,29.800001,27.48,97.8,2.0,46.629997,40.999996,12.95,111.48001,6.729999,-123.07001,36.590004,473.06,-3.6399996,40.4,-50.5,20.7,11.0,37.170002,37.37,38.85,546.2999,10.0,7.0,20.0,23.0,61.0,43.0,17.5,10.0,56.8,60.7,35.510002,144.6,7.0,64.21,59.269997,20.550001,167.16,-0.45999992,-127.340004,59.39,692.36993,-4.35,64.6,-20.600002,33.699997,17.0,58.6,60.38,60.819996,747.7,4.0,6.0,21.0,19.0,50.0,30.0,16.0,4.0,44.700005,48.0,31.22,52.700005,6.0,54.980007,50.219997,16.1,139.92,-5.419999,-74.67,47.56,586.44,-3.1200001,50.500004,-23.099998,27.400002,12.0,48.010002,48.66,48.05,609.5,NON-SECRETED
41,17,11,13,2,19,11,23,2,12,31,11,8,5,15,14,30,3,6,17,30.0,24.0,105.0,132.0,271.0,180.0,83.5,30.0,258.1,275.90002,180.29999,877.00006,24.0,295.89,291.31998,97.380005,843.65015,-12.760002,-538.35,281.61,3359.83,-16.669998,305.30002,-156.90001,153.0,74.0,289.94998,281.70004,289.23996,3649.6,4.0,0.0,11.0,25.0,34.0,26.0,13.0,4.0,29.399998,31.999998,28.340004,171.6,0.0,43.12,41.5,11.179999,117.67001,-0.6299997,-114.11,36.710007,477.32996,-5.2699995,52.0,-44.799995,19.7,12.0,38.050003,34.59,39.63,564.30005,5.0,6.0,23.0,26.0,59.0,34.0,17.0,5.0,55.000004,58.2,35.29,184.5,6.0,59.370007,61.780003,21.240002,169.91002,-2.9400003,-98.86,58.19,688.41,-1.6099997,60.4,-9.099997,31.400002,18.0,60.58,59.089996,59.13,762.4,10.0,11.0,32.0,44.0,90.0,60.0,25.0,10.0,89.30001,95.50001,59.089996,279.6,11.0,97.4,93.79,33.399994,281.16,-2.149999,-125.01999,93.44002,1109.69,-5.2300005,91.799995,-89.59999,54.0,22.0,98.73,96.61001,97.18001,1183.8999,NON-SECRETED
